,store_number,city,country,latitude,longitude,ownership_type,opening_time
11527,14498-121264,New York,US,40.789286,-73.975324,CO,"('6', '00', 'AM')"
11528,7352-920,New York,US,40.786704,-73.972244,CO,"('5', '30', 'AM')"
11529,20965-208925,Edgewater,US,40.814221,-73.983539,LS,"('8', '00', 'AM')"
11530,25139-240084,New York,US,40.782775,-73.948375,CO,"('5', '00', 'AM')"
11531,7223-561,Edgewater,US,40.813089,-73.984696,CO,"('5', '00', 'AM')"
11532,29940-255942,New York,US,40.780136,-73.959562,CO,"('6', '00', 'AM')"
11533,20679-207324,New York,US,40.779465,-73.953696,CO,"('5', '30', 'AM')"
11534,11277-104884,New York,US,40.778649,-73.956036,CO,"('5', '30', 'AM')"
11535,7663-40483,New York,US,40.779119,-73.947474,CO,"('6', '00', 'AM')"
11536,839-2033,New York,US,40.784905,-73.978696,CO,"('6', '00', 'AM')"
11537,9439-96684,New York,US,40.777492,-73.955133,CO,"('6', '30', 'AM')"
11538,7672-48619,New York,US,40.776128,-73.950202,CO,"('5', '30', 'AM')"
11539,818-227125,New York,US,40.774215,-73.954644,CO,"('5', '30', 'AM')"
11540,7874-82723,New York,US,40.781019,-73.981072,CO,"('5', '30', 'AM')"
11541,823-284791,New York,US,40.773522,-73.959796,CO,"('5', '30', 'AM')"
11542,7317-1191,New York,US,40.777949,-73.978175,CO,"('6', '30', 'AM')"
11543,25446-241029,Bronx,US,40.825604,-73.91905,CO,"('6', '00', 'AM')"
11544,8770-94772,New York,US,40.772357,-73.949922,CO,"('5', '30', 'AM')"
11545,7682-50401,New York,US,40.771213,-73.956828,CO,"('6', '00', 'AM')"
11546,7354-1272,New York,US,40.777645,-73.982476,CO,"('5', '30', 'AM')"
11547,19703-199245,North Bergen,US,40.792725,-73.998464,CO,"('5', '30', 'AM')"
11548,817-2015,New York,US,40.770031,-73.954631,CO,"('5', '30', 'AM')"
11549,14300-116726,New York,US,40.84135,-73.939822,CO,"('5', '00', 'AM')"
11550,52891-267198,New York,US,40.841723,-73.941375,LS,"('12', '00', 'AM')"
11551,63762-297648,New York,US,40.774356,-73.980916,CO,"('6', '00', 'AM')"
11552,22114-216805,New York,US,40.76876,-73.959776,LS,"('8', '00', 'AM')"
11553,25849-239047,New York,US,40.773101,-73.98013,LS,"('7', '00', 'AM')"
11554,29173-252811,New York,US,40.774841,-73.984131,CO,"('6', '00', 'AM')"
11555,15685-158204,New York,US,40.76608,-73.957537,CO,"('5', '00', 'AM')"
11556,11738-106177,New York,US,40.771365,-73.982591,CO,"('6', '00', 'AM')"
11557,50611-275144,New York,US,40.772766,-73.989863,CO,"('6', '30', 'AM')"
11558,7465-6649,New York,US,40.769446,-73.984906,CO,"('6', '00', 'AM')"
11559,61836-295629,New York,US,40.767634,-73.981343,CO,"('6', '00', 'AM')"
11560,8614-93967,New York,US,40.767552,-73.982948,CO,"('5', '30', 'AM')"
11561,7555-295496,Astoria,US,40.775656,-73.911626,CO,"('5', '00', 'AM')"
11562,13258-105758,Kitty Hawk,US,36.098345,-75.724577,CO,"('5', '00', 'AM')"
11563,22588-195826,Kill Devil Hills,US,35.992729,-75.651552,LS,"('7', '00', 'AM')"
11564,23134-98083,Corolla,US,36.302977,-75.806593,LS,"('7', '00', 'AM')"
11565,48154-257485,Elizabeth City,US,36.293748,-76.298018,CO,"('5', '00', 'AM')"
11566,76685-102333,Chesapeake,US,36.658549,-76.234138,LS,"('8', '00', 'AM')"
11567,9659-97879,Clifton,US,40.829864,-74.136837,CO,"('5', '30', 'AM')"
11568,7852-67261,Hackensack,US,40.883847,-74.058828,CO,"('5', '00', 'AM')"
11569,73964-96543,Clifton,US,40.827044,-74.139834,LS,"('6', '00', 'AM')"
11570,62210-243584,Clifton,US,40.8242,-74.135271,LS,"('8', '00', 'AM')"
11571,7428-1904,Hasbrouck Heights,US,40.856702,-74.070313,CO,"('5', '30', 'AM')"
11572,10392-100740,East Rutherford,US,40.831432,-74.089046,CO,"('5', '00', 'AM')"
11573,23590-231285,Rutherford,US,40.82276,-74.100722,CO,"('5', '30', 'AM')"
11574,13383-104771,Glen Ridge,US,40.797399,-74.201213,CO,"('5', '00', 'AM')"
11575,10643-101721,Little Ferry,US,40.855263,-74.043414,CO,"('5', '30', 'AM')"
11576,50828-271685,Salisbury,US,35.63778,-80.487467,CO,"('5', '30', 'AM')"
11577,9464-96093,Salisbury,US,35.659434,-80.460856,CO,"('5', '30', 'AM')"
11578,70020-135152,Jacksonville,US,30.491578,-81.685729,LS,"('5', '00', 'AM')"
11579,72334-5786,Jacksonville,US,30.49137,-81.684957,LS,"('8', '00', 'AM')"
11580,70087-139384,Jacksonville,US,30.490499,-81.686285,LS,"('5', '00', 'AM')"
11581,10502-100689,Jacksonville,US,30.479992,-81.638182,CO,"('5', '00', 'AM')"
11582,10501-100696,Jacksonville,US,30.429444,-81.662828,CO,"('5', '00', 'AM')"
11583,48694-254288,Jacksonville,US,30.350926,-81.606421,LS,"('7', '00', 'AM')"
11584,76599-98120,Yulee,US,30.629,-81.562,LS,"('8', '00', 'AM')"
11585,57287-290653,Jacksonville,US,30.316543,-81.664659,LS,"('6', '00', 'AM')"
11586,10824-102587,Yulee,US,30.628236,-81.553629,CO,"('5', '00', 'AM')"
11587,8467-51479,Jacksonville,US,30.311479,-81.680845,CO,"('5', '30', 'AM')"
11588,8395-27707,Jacksonville,US,30.303905,-81.654839,CO,"('5', '30', 'AM')"
11589,20079-202871,Jacksonville,US,30.329782,-81.547029,LS,"('8', '00', 'AM')"
11590,8537-284905,Jacksonville,US,30.36008,-81.504826,CO,"('5', '00', 'AM')"
11591,9293-94816,Jacksonville,US,30.317699,-81.557763,CO,"('6', '00', 'AM')"
11592,8348-227744,Jacksonville,US,30.286417,-81.719894,CO,"('5', '30', 'AM')"
11593,8504-284886,Jacksonville,US,30.293941,-81.605014,CO,"('5', '00', 'AM')"
11594,53020-282564,Fernandina Beach,US,30.591201,-81.457941,LS,"('7', '00', 'AM')"
11595,8363-296418,Jacksonville,US,30.261048,-81.645909,CO,"('6', '00', 'AM')"
11596,58886-291637,Jacksonville,US,30.28641,-81.528415,CO,"('5', '00', 'AM')"
11597,11481-233404,Fernandina Beach,US,30.639958,-81.45363,CO,"('5', '30', 'AM')"
11598,76199-92544,Jacksonville,US,30.235524,-81.694767,LS,"('8', '00', 'AM')"
11599,8468-164644,Jacksonville,US,30.260312,-81.554213,CO,"('5', '30', 'AM')"
11600,9697-97188,Jacksonville,US,30.243149,-81.59869,CO,"('5', '00', 'AM')"
11601,8399-19561,Jacksonville,US,30.320959,-81.458418,CO,"('5', '00', 'AM')"
11602,11483-254144,Jacksonville,US,30.263529,-81.529028,CO,"('5', '30', 'AM')"
11603,59755-292849,Jacksonville,US,30.223799,-81.675765,LS,"('5', '30', 'AM')"
11604,76309-95261,Jacksonville,US,30.26105,-81.524781,LS,"('8', '00', 'AM')"
11605,75369-101180,Jacksonville,US,30.269342,-81.507977,LS,"('7', '30', 'AM')"
11606,76728-95027,Jacksonville,US,30.285268,-81.456683,LS,"('8', '00', 'AM')"
11607,56078-271045,Jacksonville,US,30.22137,-81.564758,CO,"('5', '30', 'AM')"
11608,76726-106132,Jacksonville,US,30.2237,-81.8179,LS,"('8', '00', 'AM')"
11609,54021-283489,Jacksonville,US,30.20486,-81.75933,CO,"('5', '30', 'AM')"
11610,8789-94812,Jacksonville,US,30.288576,-81.438309,CO,"('6', '00', 'AM')"
11611,8425-38679,Jacksonville,US,30.202283,-81.617204,CO,"('5', '00', 'AM')"
11612,57418-289103,Kingsland,US,30.786089,-81.647209,CO,"('5', '00', 'AM')"
11613,13429-106387,Neptune Beach,US,30.32428,-81.397824,CO,"('6', '00', 'AM')"
11614,2752-75323,Jacksonville,US,30.193224,-81.738547,CO,"('5', '00', 'AM')"
11615,8365-251105,Jacksonville,US,30.255447,-81.465912,CO,"('5', '00', 'AM')"
11616,19095-194425,Jacksonville,US,30.187767,-81.627775,LS,"('8', '00', 'AM')"
11617,56263-288834,Jacksonville,US,30.194539,-81.549095,LS,"('8', '00', 'AM')"
11618,24133-235484,Jacksonville,US,30.195123,-81.82934,CO,"('5', '00', 'AM')"
11619,8686-93474,Jacksonville,US,30.189952,-81.552429,CO,"('5', '30', 'AM')"
11620,26664-212425,Orange Park,US,30.16623,-81.70067,CO,"('5', '30', 'AM')"
11621,21922-209124,Jacksonville,US,30.166502,-81.631687,CO,"('5', '00', 'AM')"
11622,8565-202565,Jacksonville Beach,US,30.279269,-81.389621,CO,"('5', '30', 'AM')"
11623,9698-97192,Orange Park,US,30.150067,-81.752801,CO,"('5', '00', 'AM')"
11624,76393-91280,Jacksonville Beach,US,30.25385,-81.390473,LS,"('8', '00', 'AM')"
11625,13514-107497,Jacksonville,US,30.14046,-81.532623,CO,"('5', '00', 'AM')"
11626,56478-289395,Jacksonville,US,30.138172,-81.534582,LS,"('6', '00', 'AM')"
11627,9460-294512,Jacksonville,US,30.11765,-81.624996,CO,"('5', '00', 'AM')"
11628,56931-289426,Bee Cave,US,30.316598,-97.954123,LS,"('8', '00', 'AM')"
11629,8610-93709,Hutchinson,US,38.072702,-97.9012,CO,"('5', '30', 'AM')"
11630,19880-197704,Hutchinson,US,38.089127,-97.895972,LS,"('7', '00', 'AM')"
11631,13506-94475,Auburn,US,47.321074,-122.220698,CO,"('4', '00', 'AM')"
11632,61806-295951,Auburn,US,47.31569,-122.225832,LS,"('5', '45', 'AM')"
11633,74394-89001,Auburn,US,47.306347,-122.226969,LS,"('5', '00', 'AM')"
11634,11662-103721,Auburn,US,47.294688,-122.21365,CO,"('4', '30', 'AM')"
11635,9320-96196,Auburn,US,47.296096,-122.2455,CO,"('5', '00', 'AM')"
11636,76168-89002,Kent,US,47.366355,-122.202957,LS,"('7', '00', 'AM')"
11637,73606-81046,Auburn,US,47.272756,-122.227504,LS,"('6', '00', 'AM')"
11638,10529-100812,Auburn,US,47.272316,-122.229307,CO,"('23', '23', 'AM')"
11639,74322-79063,Kent,US,47.356864,-122.167133,LS,"('5', '00', 'AM')"
11640,51784-279364,Kent,US,47.367449,-122.185997,CO,"('4', '30', 'AM')"
11641,10475-101376,Kent,US,47.357755,-122.165877,CO,"('5', '30', 'AM')"
11642,9541-95024,Kent,US,47.372743,-122.204463,CO,"('4', '30', 'AM')"
11643,76297-95448,Federal Way,US,47.313146,-122.305027,LS,"('7', '00', 'AM')"
11644,3385-73841,Federal Way,US,47.315455,-122.307044,CO,"('3', '30', 'AM')"
11645,74473-94736,Kent,US,47.380167,-122.246457,LS,"('5', '00', 'AM')"
11646,3396-70341,Kent,US,47.380865,-122.25289,CO,"('5', '00', 'AM')"
11647,52952-281686,Federal Way,US,47.314744,-122.316405,CO,"('5', '00', 'AM')"
11648,47756-257705,Kent,US,47.385854,-122.204608,LS,"('6', '00', 'AM')"
11649,20832-197726,Federal Way,US,47.343862,-122.311838,CO,"('5', '00', 'AM')"
11650,74487-51899,Federal Way,US,47.313991,-122.317395,LS,"('5', '00', 'AM')"
11651,22161-204484,Kent,US,47.387251,-122.204463,CO,"('4', '30', 'AM')"
11652,74825-97833,Des Moines,US,47.359209,-122.310872,LS,"('5', '00', 'AM')"
11653,73843-108254,Kent,US,47.374504,-122.298605,LS,"('7', '00', 'AM')"
11654,73723-102668,Kent,US,47.387555,-122.163495,LS,"('6', '00', 'AM')"
11655,28275-198785,Covington,US,47.356477,-122.118411,LS,"('6', '00', 'AM')"
11656,3387-75961,Covington,US,47.358417,-122.117265,CO,"('5', '30', 'AM')"
11657,59230-288721,Kent,US,47.400806,-122.228853,CO,"('4', '30', 'AM')"
11658,74918-96846,Covington,US,47.356775,-122.114449,LS,"('6', '00', 'AM')"
11659,13729-108005,Kent,US,47.384803,-122.296409,CO,"('5', '00', 'AM')"
11660,9855-98168,Covington,US,47.358499,-122.110802,CO,"('6', '00', 'AM')"
11661,26665-244824,Covington,US,47.358274,-122.098617,CO,"('4', '30', 'AM')"
11662,11318-103672,Kent,US,47.412831,-122.250127,CO,"('4', '30', 'AM')"
11663,74966-100715,Kent,US,47.41532,-122.195613,LS,"('5', '00', 'AM')"
11664,3244-1827,Kent,US,47.416078,-122.198207,CO,"('4', '30', 'AM')"
11665,74240-52021,Des Moines,US,47.410081,-122.299027,LS,"('5', '00', 'AM')"
11666,3361-225014,Kent,US,47.440748,-122.222143,CO,"('4', '00', 'AM')"
11667,62209-295598,Houston,US,29.74125,-95.409658,LS,"('7', '00', 'AM')"
11668,6371-28835,Houston,US,29.740494,-95.410362,CO,"('5', '00', 'AM')"
11669,72235-35179,Houston,US,29.730991,-95.432635,LS,"('6', '00', 'AM')"
11670,10793-102121,Houston,US,29.729627,-95.438027,CO,"('4', '30', 'AM')"
11671,6344-11901,Houston,US,29.72817,-95.427626,CO,"('5', '30', 'AM')"
11672,19525-201732,Houston,US,29.727485,-95.430752,LS,"('6', '00', 'AM')"
11673,9311-242264,Houston,US,29.731932,-95.475806,CO,"('5', '00', 'AM')"
11674,9702-95196,Homestead,US,25.480927,-80.463534,CO,"('5', '30', 'AM')"
11675,62594-293500,Homestead,US,25.47784,-80.434846,CO,"('5', '00', 'AM')"
11676,13939-108784,Florida City,US,25.448217,-80.475749,CO,"('4', '30', 'AM')"
11677,23463-230284,Alameda,US,37.785513,-122.280594,LS,"('5', '00', 'AM')"
11678,79683-108474,Malibu,US,34.020761,-118.810042,LS,"('6', '00', 'AM')"
11679,5562-1689,Malibu,US,34.031127,-118.843117,CO,"('5', '00', 'AM')"
11680,50504-265909,Malibu,US,34.038692,-118.707001,LS,"('7', '00', 'AM')"
11681,14014-108039,Malibu,US,34.034241,-118.693557,CO,"('5', '30', 'AM')"
11682,561-503,Malibu,US,34.035196,-118.685088,CO,"('5', '00', 'AM')"
11683,21573-205865,Westlake Village,US,34.147818,-118.793632,LS,"('8', '00', 'AM')"
11684,559-501,Westlake Village,US,34.151677,-118.8255,CO,"('4', '30', 'AM')"
11685,5445-299320,Westlake Village,US,34.154182,-118.828135,CO,"('5', '00', 'AM')"
11686,74510-27669,Agoura Hills,US,34.153341,-118.758626,LS,"('6', '00', 'AM')"
11687,635-352,Agoura Hills,US,34.155863,-118.756563,CO,"('5', '00', 'AM')"
11688,52208-279240,Thousand Oaks,US,34.166727,-118.833336,CO,"('5', '00', 'AM')"
11689,5858-27587,Calabasas,US,34.144153,-118.700297,CO,"('4', '30', 'AM')"
11690,73529-53299,Calabasas,US,34.145028,-118.699602,LS,"('6', '00', 'AM')"
11691,17656-175784,Thousand Oaks,US,34.178797,-118.858146,CO,"('5', '00', 'AM')"
11692,5628-197744,Thousand Oaks,US,34.183387,-118.785793,CO,"('5', '00', 'AM')"
11693,5219-292651,Thousand Oaks,US,34.183927,-118.875907,CO,"('4', '30', 'AM')"
11694,19684-200324,Thousand Oaks,US,34.183533,-118.887368,CO,"('11', '00', 'AM')"
11695,53503-257433,Thousand Oaks,US,34.198971,-118.868788,LS,"('5', '00', 'AM')"
11696,8785-238824,Thousand Oaks,US,34.186523,-118.910616,CO,"('4', '30', 'AM')"
11697,8746-94662,Thousand Oaks,US,34.200061,-118.867525,CO,"('6', '00', 'AM')"
11698,74939-99028,Thousand Oaks,US,34.201648,-118.867262,LS,"('6', '00', 'AM')"
11699,74123-25647,Thousand Oaks,US,34.210338,-118.840728,LS,"('6', '00', 'AM')"
11700,5492-1614,Thousand Oaks,US,34.211025,-118.840337,CO,"('4', '30', 'AM')"
11701,5909-10775,Newbury Park,US,34.171526,-118.955828,CO,"('6', '00', 'AM')"
11702,76897-131630,Thousand Oaks,US,34.190914,-118.934545,LS,"('8', '00', 'AM')"
11703,5830-159944,Thousand Oaks,US,34.191866,-118.938107,CO,"('4', '30', 'AM')"
11704,22799-210125,Thousand Oaks,US,34.223536,-118.878331,LS,"('7', '00', 'AM')"
11705,79627-98609,Pacific Palisades,US,34.039316,-118.553986,LS,"('6', '00', 'AM')"
11706,20770-207884,Pacific Palisades,US,34.044865,-118.551606,CO,"('5', '00', 'AM')"
11707,9744-243364,Simi Valley,US,34.252776,-118.811645,CO,"('4', '30', 'AM')"
11708,609-324,Pacific Palisades,US,34.047223,-118.526011,CO,"('5', '00', 'AM')"
11709,73207-21482,Simi Valley,US,34.260879,-118.794982,LS,"('6', '00', 'AM')"
11710,79746-124168,Salida,US,38.536032,-105.994536,LS,"('6', '00', 'AM')"
11711,55616-288633,Canon City,US,38.444784,-105.229724,CO,"('5', '00', 'AM')"
11712,27006-108203,Canon City,US,38.448511,-105.223945,LS,"('6', '00', 'AM')"
11713,24283-209146,Jamaica,US,40.672905,-73.832811,LS,"('1', '00', 'PM')"
11714,25685-242005,Jamaica,US,40.703542,-73.808819,CO,"('6', '00', 'AM')"
11715,21514-211004,Richmond Hill,US,40.702591,-73.818597,CO,"('5', '30', 'AM')"
11716,3928-138154,Jamaica,US,40.722514,-73.796134,LS,"('7', '30', 'AM')"
11717,49196-267485,Oakland Gardens,US,40.749004,-73.756136,CO,"('5', '30', 'AM')"
11718,7296-1042,Fresh Meadows,US,40.739403,-73.785483,CO,"('5', '00', 'AM')"
11719,73973-132044,Flowery Branch,US,34.196518,-83.857915,LS,"('6', '00', 'AM')"
11720,27463-247724,Oakwood,US,34.229157,-83.869278,CO,"('5', '30', 'AM')"
11721,76885-121748,Flowery Branch,US,34.180885,-83.910501,LS,"('8', '00', 'AM')"
11722,50431-274224,Gainesville,US,34.29022,-83.846831,LS,"('8', '00', 'AM')"
11723,54675-285700,Buford,US,34.143406,-83.956042,CO,"('5', '30', 'AM')"
11724,8761-94481,Gainesville,US,34.297128,-83.85617,CO,"('5', '30', 'AM')"
11725,27260-246882,Gainesville,US,34.321453,-83.833547,CO,"('5', '30', 'AM')"
11726,21679-189587,Gainesville,US,34.315117,-83.79791,LS,"('6', '00', 'AM')"
11727,72540-107432,Gainesville,US,34.37337,-83.870372,LS,"('6', '00', 'AM')"
11728,3990-141206,Sugar Hill,US,34.121904,-84.076854,LS,"('6', '00', 'AM')"
11729,55326-289071,Cumming,US,34.250822,-84.091231,LS,"('6', '00', 'AM')"
11730,27692-113129,Dawsonville,US,34.349348,-84.049659,CO,"('5', '30', 'AM')"
11731,72580-103739,Jefferson,US,34.122234,-83.606411,LS,"('6', '00', 'AM')"
11732,49732-251700,Dawsonville,US,34.349943,-84.053166,LS,"('6', '00', 'AM')"
11733,8553-41241,Cumming,US,34.180001,-84.132892,CO,"('5', '00', 'AM')"
11734,72662-64979,Cumming,US,34.18588,-84.134767,LS,"('8', '00', 'AM')"
11735,9754-97482,Cumming,US,34.160941,-84.174894,CO,"('5', '30', 'AM')"
11736,55970-268088,Cumming,US,34.169839,-84.185305,LS,"('6', '00', 'AM')"
11737,79293-100125,Cumming,US,34.238249,-84.193354,LS,"('6', '00', 'AM')"
11738,79311-101215,Bothell,US,47.765295,-122.211551,LS,"('6', '00', 'AM')"
11739,73148-114845,Mountlake Terrace,US,47.806538,-122.290565,LS,"('6', '00', 'AM')"
11740,3282-6628,Kenmore,US,47.756696,-122.236806,CO,"('4', '30', 'AM')"
11741,74413-87984,Kenmore,US,47.758961,-122.247475,LS,"('5', '00', 'AM')"
11742,72574-102112,Mountlake Terrace,US,47.790862,-122.290699,LS,"('6', '00', 'AM')"
11743,11742-103412,Mountlake Terrace,US,47.791223,-122.291749,CO,"('4', '30', 'AM')"
11744,19847-188825,Lynnwood,US,47.820922,-122.3165,CO,"('4', '00', 'AM')"
11745,73619-81048,Lynnwood,US,47.822573,-122.316428,LS,"('6', '00', 'AM')"
11746,3715-81300,Lynnwood,US,47.81783,-122.317491,CO,"('5', '00', 'AM')"
11747,373-94417,Lake Forest Park,US,47.752321,-122.280215,CO,"('4', '30', 'AM')"
11748,3316-4860,Shoreline,US,47.775985,-122.310359,CO,"('5', '00', 'AM')"
11749,74679-94733,Kirkland,US,47.732481,-122.17442,LS,"('6', '00', 'AM')"
11750,79206-96481,Kirkland,US,47.728996,-122.243278,LS,"('6', '00', 'AM')"
11751,3339-27448,Edmonds,US,47.799957,-122.332046,CO,"('5', '00', 'AM')"
11752,74707-96845,Kirkland,US,47.723223,-122.207258,LS,"('6', '00', 'AM')"
11753,79774-139752,Ephrata,US,47.309825,-119.558382,LS,"('6', '00', 'AM')"
11754,9852-98064,Moses Lake,US,47.142476,-119.277765,CO,"('8', '00', 'AM')"
11755,74463-94722,Moses Lake,US,47.13015,-119.268623,LS,"('6', '00', 'AM')"
11756,3383-4593,Moses Lake,US,47.101438,-119.247105,CO,"('5', '00', 'AM')"
11757,74995-101470,East Wenatchee,US,47.404891,-120.280862,LS,"('6', '00', 'AM')"
11758,19150-93503,East Wenatchee,US,47.407003,-120.290638,LS,"('6', '00', 'AM')"
11759,3350-39559,East Wenatchee,US,47.410679,-120.290638,CO,"('5', '00', 'AM')"
11760,74466-94471,Wenatchee,US,47.430909,-120.324093,LS,"('6', '00', 'AM')"
11761,391-217,Wenatchee,US,47.438633,-120.326449,CO,"('5', '30', 'AM')"
11762,10478-100358,Wenatchee,US,47.453032,-120.333928,CO,"('5', '00', 'AM')"
11763,10530-99246,Chelan,US,47.841813,-120.02088,CO,"('5', '00', 'AM')"
11764,5117-147866,Bakersfield,US,35.350148,-119.124982,LS,"('8', '00', 'AM')"
11765,25581-241287,Bakersfield,US,35.351268,-119.120083,CO,"('5', '00', 'AM')"
11766,58657-292566,Bakersfield,US,35.355724,-119.145014,CO,"('4', '30', 'AM')"
11767,52324-237362,Bakersfield,US,35.349657,-119.101359,LS,"('7', '00', 'AM')"
11768,5462-1336,Bakersfield,US,35.340396,-119.103624,CO,"('5', '30', 'AM')"
11769,74504-27648,Bakersfield,US,35.341496,-119.102591,LS,"('6', '00', 'AM')"
11770,8859-275350,Bakersfield,US,35.35579,-119.092648,CO,"('5', '00', 'AM')"
11771,73666-98417,Bakersfield,US,35.38219,-119.146356,LS,"('6', '00', 'AM')"
11772,6436-57479,Bakersfield,US,35.383884,-119.104689,CO,"('4', '30', 'AM')"
11773,15515-141829,Bakersfield,US,35.383656,-119.10317,LS,"('8', '00', 'AM')"
11774,11438-103513,Bakersfield,US,35.383233,-119.148882,CO,"('4', '30', 'AM')"
11775,48132-261244,Bakersfield,US,35.319323,-119.090116,LS,"('5', '00', 'AM')"
11776,17654-152412,Bakersfield,US,35.334359,-119.073585,CO,"('4', '30', 'AM')"
11777,74954-98877,Bakersfield,US,35.355039,-119.065006,LS,"('6', '00', 'AM')"
11778,5484-278974,Bakersfield,US,35.353966,-119.058063,CO,"('4', '30', 'AM')"
11779,29858-255375,Bakersfield,US,35.33924,-119.046516,CO,"('5', '00', 'AM')"
11780,9389-95626,Bakersfield,US,35.317695,-119.054876,CO,"('5', '00', 'AM')"
11781,24007-160284,Bakersfield,US,35.367859,-119.044916,CO,"('5', '00', 'AM')"
11782,9078-141828,Bakersfield,US,35.336714,-119.036364,LS,"('8', '00', 'AM')"
11783,29793-255374,Bakersfield,US,35.384557,-119.043512,CO,"('4', '30', 'AM')"
11784,67794-302571,Bakersfield,US,35.338445,-119.033451,LS,"('9', '00', 'AM')"
11785,10098-98998,Bakersfield,US,35.295626,-119.054989,CO,"('4', '30', 'AM')"
11786,26333-243614,Bakersfield,US,35.318077,-119.030399,CO,"('5', '00', 'AM')"
11787,8711-94269,Bakersfield,US,35.368853,-119.01844,CO,"('5', '00', 'AM')"
11788,17820-161185,Bakersfield,US,35.383191,-119.020072,LS,"('7', '00', 'AM')"
11789,6918-85689,Bakersfield,US,35.380878,-119.016164,CO,"('4', '30', 'AM')"
11790,2923-244395,Bakersfield,US,35.295161,-119.027002,CO,"('5', '00', 'AM')"
11791,57978-291880,Bakersfield,US,35.375803,-118.937454,CO,"('5', '00', 'AM')"
11792,10932-102455,Bakersfield,US,35.353609,-118.914595,CO,"('4', '30', 'AM')"
11793,6904-86322,Buttonwillow,US,35.400232,-119.397401,CO,"('4', '30', 'AM')"
11794,59623-293860,Taft,US,35.145916,-119.465431,CO,"('5', '00', 'AM')"
11795,17123-178486,Taft,US,35.146247,-119.466128,LS,"('5', '00', 'AM')"
11796,24310-232264,Arvin,US,34.990122,-118.941268,CO,"('5', '00', 'AM')"
11797,6689-36179,Lebec,US,34.984665,-118.947051,CO,"('4', '30', 'AM')"
11798,8726-94570,Tehachapi,US,35.131291,-118.466936,CO,"('4', '30', 'AM')"
11799,29356-237360,Tehachapi,US,35.125566,-118.469338,LS,"('5', '00', 'AM')"
11800,79502-104095,Portland,US,45.565941,-122.660482,LS,"('6', '00', 'AM')"
11801,14047-108074,Portland,US,45.566663,-122.661819,CO,"('5', '00', 'AM')"
11802,72910-94263,Portland,US,45.575886,-122.681115,LS,"('6', '00', 'AM')"
11803,67055-301225,Bensalem,US,40.111176,-74.951307,LS,"('6', '00', 'AM')"
11804,60656-291786,Bensalem,US,40.135482,-74.962482,LS,"('8', '00', 'AM')"
11805,2797-241169,Feasterville,US,40.152741,-75.007218,CO,"('5', '00', 'AM')"
11806,10406-98482,Trevose,US,40.138044,-74.962699,CO,"('5', '00', 'AM')"
11807,76555-97487,Delran,US,40.012364,-74.959189,LS,"('8', '00', 'AM')"
11808,10039-99378,Delran,US,40.018642,-74.944414,CO,"('5', '30', 'AM')"
11809,52242-280206,Cinnaminson,US,40.000279,-74.98732,CO,"('5', '00', 'AM')"
11810,50221-270005,Richboro,US,40.207937,-75.012427,LS,"('6', '00', 'AM')"
11811,74666-95163,Langhorne,US,40.181797,-74.907527,LS,"('6', '00', 'AM')"
11812,25682-240545,Levittown,US,40.169847,-74.890738,CO,"('5', '00', 'AM')"
11813,9469-96861,Warminster,US,40.205972,-75.099203,CO,"('5', '00', 'AM')"
11814,76735-102923,Langhorne,US,40.17682,-74.877788,LS,"('8', '00', 'AM')"
11815,769-979,Newtown,US,40.227846,-74.937059,CO,"('5', '00', 'AM')"
11816,76283-92341,Mt. Laurel,US,39.967921,-74.914559,LS,"('8', '00', 'AM')"
11817,52322-281267,Newtown,US,40.234812,-74.945133,LS,"('6', '00', 'AM')"
11818,52998-283881,Newtown,US,40.234532,-74.941586,CO,"('7', '00', 'AM')"
11819,17219-176967,Mount Laurel,US,39.980637,-74.888402,LS,"('7', '00', 'AM')"
11820,66481-300983,Cherry Hill,US,39.94119,-75.02316,LS,"('10', '00', 'AM')"
11821,770-605,Yardley,US,40.19799,-74.863703,CO,"('5', '00', 'AM')"
11822,48018-261044,Maple Shade,US,39.944306,-74.968877,CO,"('5', '30', 'AM')"
11823,18655-190685,Warrington,US,40.220157,-75.140512,CO,"('6', '30', 'AM')"
11824,51532-269844,Warrington,US,40.223486,-75.139946,LS,"('7', '00', 'AM')"
11825,18402-178385,Mansfield,US,32.575279,-97.083798,CO,"('5', '00', 'AM')"
11826,15951-156105,Mansfield,US,32.573606,-97.083636,LS,"('6', '00', 'AM')"
11827,55352-280635,Mansfield,US,32.572072,-97.108434,LS,"('6', '00', 'AM')"
11828,79795-139506,Mansfield,US,32.582415,-97.128851,LS,"('6', '00', 'AM')"
11829,53629-285580,Mansfield,US,32.569184,-97.115715,CO,"('5', '00', 'AM')"
11830,17100-94557,Mount Laurel,US,39.932422,-74.959246,CO,"('5', '00', 'AM')"
11831,29792-255327,Marlton,US,39.895425,-74.943736,CO,"('6', '00', 'AM')"
11832,7488-2885,Evesham,US,39.891186,-74.925018,CO,"('5', '00', 'AM')"
11833,55850-288603,Marlton,US,39.866832,-74.922667,LS,"('8', '00', 'AM')"
11834,79771-133426,Novato,US,38.062383,-122.532481,LS,"('6', '00', 'AM')"
11835,15582-156026,Novato,US,38.090258,-122.553246,LS,"('8', '00', 'AM')"
11836,5711-4777,Novato,US,38.091182,-122.554973,CO,"('5', '30', 'AM')"
