,store_number,city,country,latitude,longitude,ownership_type,opening_time
0,34638-85784,Hong Kong,HK,22.3407,114.20169,LS,"('8', '30', 'AM')"
1,32141-267986,Hong Kong,HK,22.341694,114.194208,LS,"('7', '30', 'AM')"
2,15035-155445,Kowloon,HK,22.33352,114.19678,LS,"('8', '00', 'AM')"
3,49646-268445,香港,HK,22.331223,114.188143,LS,"('8', '00', 'AM')"
4,31944-224544,Hong Kong,HK,22.323871,114.203796,LS,"('8', '00', 'AM')"
5,21805-215565,Kowloon Tong,HK,22.3366,114.182904,LS,"('8', '00', 'AM')"
6,34610-28207,Kowloon,HK,22.32287,114.21344,LS,"('7', '00', 'AM')"
7,32240-132324,Hong Kong,HK,22.32068,114.21015,LS,"('7', '30', 'AM')"
8,31735-116128,Kowloon Bay,HK,22.31982,114.20857,LS,"('8', '30', 'AM')"
9,31601-277585,Hong Kong,HK,22.328222,114.181048,LS,"('7', '00', 'AM')"
10,27789-248689,Hong Kong,HK,22.335369,114.176125,LS,"('7', '30', 'AM')"
11,31295-106071,Kowloon Tong,HK,22.33735,114.17411,LS,"('7', '30', 'AM')"
12,28087-249911,Hong Kong,HK,22.315936,114.214427,LS,"('7', '30', 'AM')"
13,57658-291775,Hong Kong,HK,22.315382,114.21705,LS,"('23', '23', 'AM')"
14,28938-251933,Hong Kong,HK,22.323102,114.172155,LS,"('8', '00', 'AM')"
15,31484-108178,Hong Kong,HK,22.31385,114.2216,LS,"('7', '00', 'AM')"
16,24822-239032,Hong Kong,HK,22.309342,114.191437,LS,"('7', '30', 'AM')"
17,15929-163266,Mong Kok,HK,22.31853,114.17469,LS,"('8', '00', 'AM')"
18,16739-175266,Kowloon,HK,22.31955,114.17157,LS,"('8', '00', 'AM')"
19,15498-162224,Kowloon,HK,22.32257,114.16904,LS,"('8', '30', 'AM')"
20,57118-291147,Hong Kong,HK,22.310027,114.220882,LS,"('23', '23', 'AM')"
21,34651-97510,Kowloon,HK,22.31255,114.22524,LS,"('7', '30', 'AM')"
22,23427-230344,Hong Kong,HK,22.318242,114.169937,LS,"('8', '00', 'AM')"
23,28086-249917,Hong Kong,HK,22.310818,114.226208,LS,"('7', '30', 'AM')"
24,34650-96576,Kowloon,HK,22.31813,114.16866,LS,"('8', '00', 'AM')"
25,47110-256908,Hong Kong,HK,22.315398,114.17103,LS,"('8', '00', 'AM')"
26,32539-136288,Kowloon,HK,22.30386,114.18883,LS,"('7', '30', 'AM')"
27,49951-271867,香港,HK,22.301677,114.188071,LS,"('7', '30', 'AM')"
28,22692-223905,Kowloon,HK,22.319787,114.162605,LS,"('8', '30', 'AM')"
29,54743-286011,Hong Kong,HK,22.303007,114.18157,LS,"('23', '23', 'AM')"
30,34628-224530,Hong Kong,HK,22.381427,114.188484,LS,"('7', '30', 'AM')"
31,34649-96235,Kowloon,HK,22.30772,114.17166,LS,"('7', '00', 'AM')"
32,21708-214544,Kowloon,HK,22.305914,114.172472,LS,"('7', '30', 'AM')"
33,30619-100432,Kowloon,HK,22.316737,114.16147,LS,"('7', '30', 'AM')"
34,19323-201108,Hong Kong,HK,22.30087,114.17837,LS,"('7', '30', 'AM')"
35,19399-201944,Shantin,HK,22.38631,114.20359,LS,"('8', '00', 'AM')"
36,31644-113449,Kowloon,HK,22.303115,114.172536,LS,"('7', '00', 'AM')"
37,27011-246465,Hong Kong,HK,22.300959,114.175817,LS,"('7', '30', 'AM')"
38,53722-284724,Hong Kong,HK,22.326917,114.153605,LS,"('23', '23', 'AM')"
39,26879-245951,Hong Kong,HK,22.385467,114.187778,LS,"('8', '00', 'AM')"
40,22442-221224,Hong Kong,HK,22.298266,114.178378,LS,"('7', '30', 'AM')"
41,59390-293624,Hong Kong,HK,22.292995,114.199348,LS,"('23', '23', 'AM')"
42,34647-95348,Hong Kong,HK,22.30095,114.17288,LS,"('7', '30', 'AM')"
43,31372-107012,Kowloon,HK,22.33718,114.14944,LS,"('7', '00', 'AM')"
44,65295-299604,Hong Kong,HK,22.291954,114.195354,LS,"('23', '23', 'AM')"
45,23287-137113,Kowloon,HK,22.299522,114.172586,LS,"('7', '30', 'AM')"
46,32157-218684,Hong Kong,HK,22.297329,114.176483,LS,"('7', '30', 'AM')"
47,17868-186924,Hong Kong,HK,22.33464,114.14878,LS,"('7', '30', 'AM')"
48,53240-284367,Hong Kong,HK,22.290962,114.2026,LS,"('7', '00', 'AM')"
49,17103-179445,Quarry Bay,HK,22.291131,114.208106,LS,"('7', '00', 'AM')"
50,34601-20281,Hong Kong,HK,22.28394,114.15819,LS,"('6', '30', 'AM')"
51,34622-64463,Hong Kong,HK,22.28445,114.15846,LS,"('6', '30', 'AM')"
52,67143-301904,Hong Kong,HK,22.283433,114.157377,LS,"('23', '23', 'AM')"
53,22733-224529,Hong Kong,HK,22.284612,114.157381,LS,"('6', '30', 'AM')"
54,34607-131304,Hong Kong,HK,22.283015,114.159281,LS,"('6', '30', 'AM')"
55,13020-151249,香港,HK,22.285492,114.158685,LS,"('7', '00', 'AM')"
56,32636-134915,Hong Kong,HK,22.28372,114.15612,LS,"('7', '30', 'AM')"
57,16712-167649,Hong Kong,HK,22.282465,114.156284,LS,"('7', '30', 'AM')"
58,34644-94628,Hong Kong,HK,22.28152,114.15869,LS,"('7', '00', 'AM')"
59,15593-163265,Hong Kong,HK,22.285142,114.155854,LS,"('7', '00', 'AM')"
60,34630-69462,Hong Kong,HK,22.28113,114.15946,LS,"('6', '30', 'AM')"
61,31187-105744,Hong Kong,HK,22.28162,114.15598,LS,"('7', '00', 'AM')"
62,31373-106380,Hong Kong,HK,22.28651,114.16076,LS,"('7', '00', 'AM')"
63,1909-139865,Hong Kong,HK,22.27983,114.15669,LS,"('7', '00', 'AM')"
64,16021-297190,Hong Kong,HK,22.279489,114.160546,LS,"('7', '00', 'AM')"
65,30625-100796,Hong Kong,HK,22.28598,114.1531,LS,"('7', '00', 'AM')"
66,34616-51681,Hong Kong,HK,22.27852,114.16087,LS,"('6', '30', 'AM')"
67,31011-103797,香港,HK,22.2809,114.15264,LS,"('7', '00', 'AM')"
68,34634-82422,Hong Kong,HK,22.28786,114.15221,LS,"('6', '30', 'AM')"
69,1611-181864,Hong Kong,HK,22.279166,114.164423,LS,"('7', '00', 'AM')"
70,20900-208764,Hong Kong,HK,22.285327,114.149931,LS,"('7', '00', 'AM')"
71,15414-161225,Hong Kong,HK,22.279297,114.165226,LS,"('7', '00', 'AM')"
72,34609-22927,Hong Kong,HK,22.277657,114.164619,LS,"('7', '00', 'AM')"
73,49648-270180,香港,HK,22.277187,114.164326,LS,"('7', '00', 'AM')"
74,16505-172146,Admiralty,HK,22.28072,114.16725,LS,"('7', '30', 'AM')"
75,61908-296402,Hong Kong,HK,22.277401,114.166246,LS,"('23', '23', 'AM')"
76,18145-188484,Hong Kong,HK,22.28756,114.14732,LS,"('7', '00', 'AM')"
77,48916-264345,香港,HK,22.277805,114.170021,LS,"('7', '00', 'AM')"
78,60726-295078,Hong Kong,HK,22.294992,114.165646,LS,"('23', '23', 'AM')"
79,22016-217104,Hong Kong,HK,22.284176,114.142356,LS,"('7', '30', 'AM')"
80,12922-155444,香港,HK,22.29466,114.16923,LS,"('7', '30', 'AM')"
81,7076-154450,Kowloon,HK,22.294049,114.170575,LS,"('9', '00', 'AM')"
82,20668-234764,Kowloon,HK,22.295674,114.168792,LS,"('7', '30', 'AM')"
83,34645-95953,Wan Chai,HK,22.274584,114.171776,LS,"('7', '00', 'AM')"
84,31356-295106,Hong Kong,HK,22.270317,114.149651,LS,"('8', '00', 'AM')"
85,62854-297421,Hong Kong,HK,22.28117,114.175682,LS,"('23', '23', 'AM')"
86,32024-296966,"28 Canton Road, TST, Kowloon",HK,22.296608,114.169669,LS,"('8', '00', 'AM')"
87,58123-292255,Hong Kong,HK,22.2934,114.173793,LS,"('6', '30', 'AM')"
88,28937-251934,Hong Kong,HK,22.29657,114.171258,LS,"('7', '30', 'AM')"
89,57102-291124,Hong Kong,HK,22.298961,114.167982,LS,"('9', '30', 'AM')"
90,34605-28027,Wan Chai,HK,22.280551,114.176802,LS,"('7', '00', 'AM')"
91,1777-134912,Hong Kong,HK,22.296685,114.172018,LS,"('8', '00', 'AM')"
92,18770-195085,Hong Kong,HK,22.287214,114.138773,LS,"('7', '00', 'AM')"
93,55088-288880,Hong Kong,HK,22.301861,114.162779,LS,"('23', '23', 'AM')"
94,30735-101334,Hong Kong,HK,22.30044,114.16781,LS,"('6', '30', 'AM')"
95,32347-134899,Hong Kong,HK,22.278148,114.178669,LS,"('7', '30', 'AM')"
96,23343-229464,Hong Kong,HK,22.297653,114.173694,LS,"('7', '30', 'AM')"
97,31996-167164,Hong Kong,HK,22.304,114.16158,LS,"('7', '00', 'AM')"
98,16738-175264,Hong Kong,HK,22.283084,114.135882,LS,"('7', '30', 'AM')"
99,15014-157084,Quarry Bay,HK,22.29058,114.20979,LS,"('7', '30', 'AM')"
100,31354-107893,Quarry Bay,HK,22.287554,114.211874,LS,"('6', '30', 'AM')"
101,31235-106228,香港,HK,22.286661,114.214299,LS,"('7', '00', 'AM')"
102,57429-291552,Hong Kong,HK,22.290043,114.195896,LS,"('23', '23', 'AM')"
103,20654-207724,Taikoo Shing,HK,22.285806,114.217402,LS,"('7', '00', 'AM')"
104,52643-282604,香港,HK,22.284989,114.216254,LS,"('7', '30', 'AM')"
105,27612-248108,Hong Kong,HK,22.284723,114.223245,LS,"('7', '30', 'AM')"
106,34646-96055,Hong Kong,HK,22.288098,114.192578,LS,"('7', '00', 'AM')"
107,24613-238415,Hong Kong,HK,22.304246,114.251974,LS,"('7', '30', 'AM')"
108,22975-218604,Tseung Kwan 0,HK,22.323608,114.257683,LS,"('7', '30', 'AM')"
109,34659-100323,Hong Kong,HK,22.27832,114.18192,LS,"('7', '30', 'AM')"
110,21323-211425,Hong Kong,HK,22.280456,114.182261,LS,"('7', '30', 'AM')"
111,16506-172147,Causeway Bay,HK,22.277534,114.183017,LS,"('7', '30', 'AM')"
112,17437-181845,Causeway Bay,HK,22.279601,114.183805,LS,"('8', '00', 'AM')"
113,54331-286434,Hong Kong,HK,22.278027,114.185143,LS,"('9', '30', 'AM')"
114,32195-235805,Causeway Bay,HK,22.280479,114.18524,LS,"('7', '30', 'AM')"
115,64712-298902,Hong Kong,HK,22.280518,114.186596,LS,"('23', '23', 'AM')"
116,48031-261185,Hong Kong,HK,22.286607,114.135667,LS,"('7', '00', 'AM')"
117,50070-272545,香港,HK,22.282658,114.12881,LS,"('7', '00', 'AM')"
118,14951-156525,Hong Kong,HK,22.278827,114.188301,LS,"('7', '00', 'AM')"
119,31028-104389,Wan Chai,HK,22.27876,114.19166,LS,"('6', '30', 'AM')"
120,16020-167645,Tin Hau,HK,22.28228,114.192244,LS,"('7', '30', 'AM')"
121,19320-201106,Hong Kong,HK,22.267523,114.18711,LS,"('7', '00', 'AM')"
122,34249-62099,Dubai,AE,25.229669,55.319303,LS,"('8', '00', 'AM')"
123,30954-99024,Dubai,AE,25.23109,55.32647,LS,"('7', '00', 'AM')"
124,32714-122107,Dubai,AE,25.23424,55.311429,LS,"('12', '00', 'AM')"
125,62173-296739,Dubai,AE,25.251444,55.330561,LS,"('23', '23', 'AM')"
126,50245-273628,Dubai,AE,25.246806,55.339464,LS,"('23', '23', 'AM')"
127,31199-104340,Dubai,AE,25.251866,55.332833,LS,"('8', '00', 'AM')"
128,34320-74020,Dubai,AE,25.25374,55.303499,LS,"('8', '00', 'AM')"
129,49595-270099,Dubai,AE,25.257815,55.327233,LS,"('7', '30', 'AM')"
130,50733-276145,Dubai,AE,25.223093,55.352372,LS,"('8', '00', 'AM')"
131,48395-262948,Dubai -UAE,AE,25.221542,55.285242,LS,"('23', '23', 'AM')"
132,24927-239346,Dubai,AE,25.224252,55.354236,LS,"('7', '30', 'AM')"
133,34211-17922,Dubai,AE,25.21769,55.283103,LS,"('6', '30', 'AM')"
134,23213-228760,Dubai,AE,25.259304,55.341268,LS,"('12', '00', 'AM')"
135,23212-228759,Dubai,AE,25.257361,55.344323,LS,"('12', '00', 'AM')"
136,23973-234507,Dubai,AE,25.248634,55.352868,LS,"('12', '00', 'AM')"
137,34219-17920,Dubai,AE,25.266826,55.317043,LS,"('8', '00', 'AM')"
138,28908-251804,Dubai,AE,25.214725,55.281249,LS,"('6', '30', 'AM')"
139,3169-123447,Dubai,AE,25.25258,55.35408,LS,"('12', '00', 'AM')"
140,32328-123449,Dubai,AE,25.21554,55.2789,LS,"('7', '00', 'AM')"
141,31853-109684,Dubai,AE,25.215721,55.277276,LS,"('12', '00', 'AM')"
142,59654-291012,Dubai,AE,25.263571,55.348924,LS,"('23', '23', 'AM')"
143,32269-114734,Dubai,AE,25.210916,55.276096,LS,"('12', '00', 'AM')"
144,24139-236004,Dubai,AE,25.23914,55.271046,LS,"('12', '00', 'AM')"
145,55641-289490,Dubai,AE,25.198562,55.279598,LS,"('23', '23', 'AM')"
146,27072-246650,Dubai,AE,25.196637,55.280883,LS,"('9', '00', 'AM')"
147,59128-293309,Dubai,AE,25.252533,55.36618,LS,"('23', '23', 'AM')"
148,63758-298187,Dubai,AE,25.252985,55.366166,LS,"('23', '23', 'AM')"
149,1719-136469,Dubai,AE,25.19834,55.27844,LS,"('8', '30', 'AM')"
150,20347-204885,Dubai,AE,25.266795,55.355415,LS,"('12', '00', 'AM')"
151,48097-261445,Dubai,AE,25.200078,55.275122,LS,"('7', '00', 'AM')"
152,1801-136467,Dubai,AE,25.194946,55.279258,LS,"('8', '30', 'AM')"
153,32292-111724,Dubai,AE,25.200837,55.27365,LS,"('7', '00', 'AM')"
154,23974-234508,Abu Dhabi,AE,25.204797,55.270852,LS,"('23', '23', 'AM')"
155,32144-123448,Dubai,AE,25.194108,55.276799,LS,"('6', '30', 'AM')"
156,54634-288365,Dubai,AE,25.193461,55.275872,LS,"('23', '23', 'AM')"
157,32329-111864,Dubai,AE,25.19097,55.278268,LS,"('7', '00', 'AM')"
158,18857-187024,Dubai,AE,25.208165,55.262536,LS,"('7', '30', 'AM')"
159,63305-297431,Dubai,AE,25.259902,55.372894,LS,"('23', '23', 'AM')"
160,48396-262946,Dubai- UAE,AE,25.191536,55.267392,LS,"('7', '30', 'AM')"
161,25406-240945,Dubai,AE,25.232497,55.386295,LS,"('7', '00', 'AM')"
162,34284-65720,Dubai,AE,25.216583,55.25253,LS,"('8', '00', 'AM')"
163,54632-288361,Sharjah,AE,25.17714,55.281207,LS,"('23', '23', 'AM')"
164,21600-213424,Dubai,AE,25.258705,55.381125,LS,"('12', '00', 'AM')"
165,26915-237081,Dubai,AE,25.215955,55.250767,LS,"('12', '00', 'AM')"
166,54633-288362,Sharjah,AE,25.17412,55.283361,LS,"('23', '23', 'AM')"
167,28258-250593,DUBAI,AE,25.198592,55.248568,LS,"('7', '30', 'AM')"
168,4143-147546,Dubai,AE,25.215973,55.409539,LS,"('8', '00', 'AM')"
169,34259-54260,Sharjah,AE,25.29743,55.371903,LS,"('9', '00', 'AM')"
170,51593-278777,Dubai,AE,25.216871,55.410021,LS,"('23', '23', 'AM')"
171,65074-299362,Dubai,AE,25.160459,55.370307,LS,"('23', '23', 'AM')"
172,1359-138434,Sharjah,AE,25.321535,55.375703,LS,"('7', '00', 'AM')"
173,34253-62541,Sharjah,AE,25.33381,55.375645,LS,"('6', '00', 'AM')"
174,53312-284650,Sharjah,AE,25.347002,55.368358,LS,"('23', '23', 'AM')"
175,34291-80114,Dubai,AE,25.168955,55.227421,LS,"('7', '00', 'AM')"
176,3183-143827,Dubai,AE,25.169505,55.241709,LS,"('8', '00', 'AM')"
177,63443-298046,Dubai,AE,25.180482,55.234971,LS,"('23', '23', 'AM')"
178,65075-299360,Dubai,AE,25.178726,55.242529,LS,"('23', '23', 'AM')"
179,18026-187444,Dubai,AE,25.1854,55.231484,LS,"('7', '00', 'AM')"
180,17787-183964,Dubai,AE,25.156861,55.205695,LS,"('12', '00', 'AM')"
181,53402-280624,Dubai,AE,25.155405,55.181644,LS,"('23', '23', 'AM')"
182,34317-95971,Dubai,AE,25.133537,55.185668,LS,"('8', '00', 'AM')"
183,26743-245288,Dubai,AE,25.118742,55.202801,LS,"('6', '30', 'AM')"
184,30780-154130,Dubai,AE,25.118437,55.203113,LS,"('7', '30', 'AM')"
185,26048-243344,Dubai,AE,25.118568,55.196847,LS,"('9', '00', 'AM')"
186,15060-156348,Al Barsha,AE,25.107851,55.197906,LS,"('6', '30', 'AM')"
187,56096-289638,Dubai,AE,25.104321,55.201419,LS,"('23', '23', 'AM')"
188,63227-297732,Dubai,AE,25.110489,55.185525,LS,"('23', '23', 'AM')"
189,15976-165685,Dubai,AE,25.099555,55.204816,LS,"('8', '00', 'AM')"
190,29311-253249,Dubai,AE,25.121773,55.163079,LS,"('23', '23', 'AM')"
191,29218-253009,Dubai,AE,25.105943,55.180592,LS,"('23', '23', 'AM')"
192,49593-270100,Dubai,AE,25.133931,55.151772,LS,"('23', '23', 'AM')"
193,54218-285704,Dubai,AE,25.115648,55.163795,LS,"('23', '23', 'AM')"
194,61125-294448,Dubai,AE,25.114732,55.164715,LS,"('23', '23', 'AM')"
195,63475-297063,Dubai,AE,25.097185,55.18106,LS,"('23', '23', 'AM')"
196,51430-278405,Dubai,AE,25.092527,55.186098,LS,"('6', '00', 'AM')"
197,34346-97779,Dubai,AE,25.102801,55.162898,LS,"('7', '30', 'AM')"
198,32117-116426,Dubai,AE,25.0955,55.167252,LS,"('6', '30', 'AM')"
199,63390-293604,Dubai,AE,25.113535,55.139666,LS,"('23', '23', 'AM')"
200,50249-273632,Dubai,AE,25.111265,55.141366,LS,"('7', '00', 'AM')"
201,34315-87671,Dubai,AE,25.084243,55.15009,LS,"('8', '00', 'AM')"
202,32457-106838,Dubai,AE,25.08074,55.13897,LS,"('12', '00', 'AM')"
203,1968-136466,Dubai,AE,25.07641,55.140511,LS,"('8', '00', 'AM')"
204,32571-107873,Dubai,AE,25.077092,55.135592,LS,"('6', '30', 'AM')"
205,32523-106836,Dubai,AE,25.076871,55.133298,LS,"('7', '00', 'AM')"
206,61822-296197,Dubai,AE,25.075708,55.130471,LS,"('23', '23', 'AM')"
207,32476-106835,Dubai,AE,25.07181,55.12975,LS,"('6', '30', 'AM')"
208,52330-281509,Dubai,AE,25.060949,55.128946,LS,"('23', '23', 'AM')"
209,56902-289927,dubai,AE,25.114172,55.138616,LS,"('23', '23', 'AM')"
210,31002-101076,Dubai,AE,25.05399,55.171172,LS,"('7', '00', 'AM')"
211,65721-299423,Dubai,AE,25.038868,55.165917,LS,"('23', '23', 'AM')"
212,34336-97974,Dubai,AE,25.0445,55.120305,LS,"('8', '00', 'AM')"
213,34337-97975,Dubai,AE,25.04449,55.120295,LS,"('8', '00', 'AM')"
214,57960-291396,Dubai,AE,25.126527,55.123195,LS,"('23', '23', 'AM')"
215,7073-204444,Dubai,AE,25.126962,55.119732,LS,"('8', '00', 'AM')"
216,34335-97976,Dubai,AE,25.04063,55.12131,LS,"('8', '00', 'AM')"
217,32741-141410,Dubai,AE,25.132344,55.118461,LS,"('8', '00', 'AM')"
218,52493-282328,Dubai,AE,25.03489,55.113279,LS,"('23', '23', 'AM')"
219,65076-299361,Dubai,AE,25.065267,55.214665,LS,"('23', '23', 'AM')"
220,63122-297731,Dubai,AE,25.023,55.143559,LS,"('23', '23', 'AM')"
221,26471-239345,Dubai,AE,25.031677,55.18999,LS,"('8', '00', 'AM')"
222,54134-286401,Dubai,AE,25.051549,55.214023,LS,"('23', '23', 'AM')"
223,48588-263631,Dubai,AE,25.07082,55.234026,LS,"('23', '23', 'AM')"
224,22125-218025,Dubai,AE,24.997867,55.175754,LS,"('7', '00', 'AM')"
225,55897-289052,Dubai,AE,25.046803,55.242369,LS,"('23', '23', 'AM')"
226,59661-293403,Dubai,AE,25.042891,55.240865,LS,"('23', '23', 'AM')"
227,4141-147544,Dubai,AE,25.046226,55.24268,LS,"('6', '30', 'AM')"
228,51614-278844,Dubai,AE,25.053416,55.254315,LS,"('23', '23', 'AM')"
229,34262-62540,Abu Dhabi,AE,24.475984,54.321883,LS,"('8', '00', 'AM')"
230,20424-205466,Abu Dhabi,AE,24.464157,54.328719,LS,"('7', '00', 'AM')"
231,63293-297804,Abu Dhabi,AE,24.467782,54.338382,LS,"('23', '23', 'AM')"
232,17127-178586,Abu Dhabi,AE,24.46878,54.339967,LS,"('5', '45', 'AM')"
233,29560-238539,Abu Dhabi,AE,24.466436,54.33966,LS,"('23', '23', 'AM')"
234,61824-296013,Abu Dhabi,AE,24.467584,54.341602,LS,"('23', '23', 'AM')"
235,57961-289928,Abu Dhabi,AE,24.478393,54.348226,LS,"('23', '23', 'AM')"
236,56384-290264,Aby Dhabi,AE,24.453045,54.311195,LS,"('23', '23', 'AM')"
237,32239-100001,Abu Dhabi,AE,24.470337,54.351749,LS,"('6', '00', 'AM')"
238,1935-141406,Abu Dhabi,AE,24.479704,54.353567,LS,"('6', '00', 'AM')"
239,18837-193244,Dubai,AE,24.487284,54.357749,LS,"('7', '30', 'AM')"
240,34260-17877,Abu Dhabi,AE,24.490072,54.363083,LS,"('6', '00', 'AM')"
241,32029-110804,Abu Dhabi,AE,24.477139,54.372518,LS,"('6', '00', 'AM')"
242,31719-103601,Abu Dhabi,AE,24.47024,54.37276,LS,"('8', '00', 'AM')"
243,51436-278404,Abu Dhabi,AE,24.47025,54.372777,LS,"('6', '30', 'AM')"
244,1897-120044,Abu Dhabi,AE,24.489096,54.37411,LS,"('6', '00', 'AM')"
245,1579-122101,Abu Dhabi,AE,24.477553,54.376484,LS,"('7', '30', 'AM')"
246,24932-239347,ABU DHABI,AE,24.462847,54.385215,LS,"('6', '00', 'AM')"
247,53351-284987,Abu Dhabi,AE,24.495229,54.3834,LS,"('23', '23', 'AM')"
248,34227-33225,Abu Dhabi,AE,24.495868,54.383227,LS,"('7', '30', 'AM')"
249,63308-296293,Abu Dhabi,AE,24.49796,54.387872,LS,"('23', '23', 'AM')"
250,58909-292431,Abu Dhabi,AE,24.500899,54.390614,LS,"('23', '23', 'AM')"
251,57710-291170,Abu Dhabi,AE,24.50094,54.390603,LS,"('23', '23', 'AM')"
252,58899-292430,Abu Dhabi,AE,24.500926,54.390635,LS,"('23', '23', 'AM')"
253,57723-291169,Abu Dhabi,AE,24.50094,54.390646,LS,"('23', '23', 'AM')"
254,58877-292429,Abu Dhabi,AE,24.500955,54.390646,LS,"('23', '23', 'AM')"
255,52365-281711,Abu Dhabi,AE,24.445331,54.389461,LS,"('23', '23', 'AM')"
256,2176-143834,Abu Dhabi,AE,24.450186,54.392092,LS,"('6', '30', 'AM')"
257,18469-188844,Abu Dhabi,AE,24.4312,54.385902,LS,"('6', '30', 'AM')"
258,28809-251348,Abu Dhabi,AE,24.496196,54.407427,LS,"('7', '00', 'AM')"
259,28810-251346,Abu Dhabi,AE,24.436535,54.402578,LS,"('12', '00', 'AM')"
260,29539-254261,Abu Dhabi,AE,24.435384,54.412496,LS,"('7', '30', 'AM')"
261,49298-267850,Abu Dhabi,AE,24.42637,54.407987,LS,"('8', '00', 'AM')"
262,20423-205465,Abu Dhabi,AE,24.446145,54.438583,LS,"('7', '00', 'AM')"
263,16453-170544,Abu Dhabi,AE,24.431739,54.435553,LS,"('6', '00', 'AM')"
264,54079-286318,Abu Dhabi,AE,24.420273,54.436915,LS,"('23', '23', 'AM')"
265,24191-236428,Abu Dhabi,AE,24.42083,54.440671,LS,"('6', '30', 'AM')"
266,20008-200004,Abu Dhabi,AE,24.435274,54.455525,LS,"('6', '00', 'AM')"
267,22126-218024,Abu Dhabi,AE,24.42936,54.46311,LS,"('6', '00', 'AM')"
268,21605-213406,Abu Dhabi,AE,24.554563,54.452659,LS,"('6', '30', 'AM')"
269,58351-291395,Abu Dhabi,AE,24.413686,54.463396,LS,"('23', '23', 'AM')"
270,18182-182165,Abu Dhabi,AE,24.403721,54.485397,LS,"('8', '30', 'AM')"
271,32767-131566,Abu Dhabi,AE,24.408591,54.491289,LS,"('6', '30', 'AM')"
272,24931-239348,ABUDHABI,AE,24.432581,54.566565,LS,"('6', '00', 'AM')"
273,51596-278783,Abu Dhabi,AE,24.396449,54.555667,LS,"('23', '23', 'AM')"
274,17688-182164,Abu Dhabi,AE,24.334429,54.524197,LS,"('8', '00', 'AM')"
275,53349-284986,Dubai,AE,24.543998,54.574401,LS,"('23', '23', 'AM')"
276,3886-141408,Abu Dhabi,AE,24.365661,54.564211,LS,"('8', '30', 'AM')"
277,17361-180588,Abu Dhabi,AE,24.393428,54.582349,LS,"('23', '23', 'AM')"
278,3178-141407,Abu Dhabi,AE,24.350423,54.569979,LS,"('9', '30', 'AM')"
279,22963-226644,Abu Dhabi,AE,24.488838,54.607892,LS,"('8', '00', 'AM')"
280,24085-235545,Abu Dhabi,AE,24.485658,54.607765,LS,"('8', '00', 'AM')"
281,24604-238367,Abu Dhabi,AE,24.489308,54.608989,LS,"('8', '00', 'AM')"
282,34252-54259,Sharjah,AE,25.345018,55.39871,LS,"('6', '00', 'AM')"
283,56193-290092,Sharjah,AE,25.330312,55.430095,LS,"('23', '23', 'AM')"
284,17964-183966,Sharjah,AE,25.383157,55.404507,LS,"('6', '00', 'AM')"
285,47089-256771,Ajman,AE,25.389664,55.458399,LS,"('8', '00', 'AM')"
286,34217-27108,Sharjah,AE,25.309971,55.489652,LS,"('6', '30', 'AM')"
287,25879-242844,Dubai,AE,25.236671,55.42206,LS,"('7', '30', 'AM')"
288,3173-122109,Dubai,AE,25.233864,55.43588,LS,"('7', '30', 'AM')"
289,52293-281355,Ajman,AE,25.441201,55.421213,LS,"('23', '23', 'AM')"
290,31338-103600,Dubai,AE,25.224555,55.424622,LS,"('7', '30', 'AM')"
291,49508-259731,Sharjah,AE,25.295949,55.499244,LS,"('23', '23', 'AM')"
292,63633-298285,Dubai,AE,25.233631,55.47168,LS,"('23', '23', 'AM')"
293,22331-212325,Ajman,AE,25.413532,55.498456,LS,"('7', '00', 'AM')"
294,62129-296298,Sharjah,AE,25.247454,55.589786,LS,"('23', '23', 'AM')"
295,6106-148051,Dubai,AE,25.124772,55.41056,LS,"('7', '30', 'AM')"
296,16528-168726,Dubai,AE,25.12683,55.3971,LS,"('7', '00', 'AM')"
297,47926-259730,Dubai,AE,25.134306,55.37829,LS,"('23', '23', 'AM')"
298,54636-288363,Dubai,AE,25.111384,55.392543,LS,"('23', '23', 'AM')"
299,56371-289639,Dubai,AE,25.111459,55.374001,LS,"('23', '23', 'AM')"
300,62998-296812,Abu Dhabi,AE,24.324871,54.613381,LS,"('23', '23', 'AM')"
301,1911-138604,Ras Al Khaimah,AE,25.681656,55.780582,LS,"('7', '00', 'AM')"
302,61377-295467,Ras Al Khaimah,AE,25.700741,55.93352,LS,"('23', '23', 'AM')"
303,3172-113584,Ras Al Khaimah,AE,25.748301,55.925063,LS,"('8', '00', 'AM')"
304,49510-268965,Ras Al Khaimah,AE,25.770997,55.938703,LS,"('23', '23', 'AM')"
305,48961-265989,Ras al Khaimah,AE,25.785186,55.965559,LS,"('8', '00', 'AM')"
306,34228-219605,Ras Al Khaimah,AE,25.78521,55.965807,LS,"('8', '30', 'AM')"
307,54631-288360,RAK,AE,25.784325,55.987856,LS,"('23', '23', 'AM')"
308,22697-223524,Umm Al Quwain,AE,25.541452,55.541801,LS,"('7', '00', 'AM')"
309,55896-289050,Dubai,AE,25.521223,55.543619,LS,"('23', '23', 'AM')"
310,25876-242845,Muscat,OM,25.994194,56.248183,LS,"('23', '23', 'AM')"
311,23195-228404,Muscat,OM,25.994264,56.248228,LS,"('23', '23', 'AM')"
312,24187-234510,Muscat,OM,25.994264,56.248318,LS,"('23', '23', 'AM')"
